FE_H_pred,FE_H_err,LOGG_actual,FE_H_actual
0.02476801593240774,0.0949241195852226,2.3925078,0.20293
-0.11638283970805668,0.071912337385433,2.7351677,0.066552
-0.33076075344392925,0.03874149292117089,2.275919,-0.24544
-0.173008119692231,0.10250828999433782,1.3631401,-0.23996
-0.3423561534354038,0.03901981043363,2.8347569,-0.38078
-0.42360133823913704,0.08501476435289408,4.1288815,-0.10061
-0.40257931797872304,0.05529722155888844,2.4417558,-0.36704
-0.4785672638785786,0.10221119993120063,4.3953795,0.029314
-0.4173191565979863,0.07288268774727918,3.9946105,-0.11934
-0.06136608904657401,0.08230417071614704,2.7416651,0.056484
-0.16379760637242605,0.042347453744136586,2.4087183,-0.06472
0.18379456096663782,0.1369791453660369,1.425848,0.097914
-0.14506277310930035,0.0656057835365262,2.55343,-0.027804
-0.024391870160847068,0.09176691476675615,2.8413801,0.14819
-0.25189836828371165,0.08544400289820489,1.7091703,-0.2241
-0.46213465063707554,0.11409947739975376,4.1085763,-0.28115
-0.008435707252312241,0.0775058040168262,4.4656496,0.08941
-0.2011804846355939,0.04258011778329327,2.7370732,-0.093
-0.13267156359618099,0.05798963343446562,4.053963,0.15237
-0.5576761709448959,0.6332310730275489,4.6789594,
-0.24710142290407724,0.10853949740266022,1.4869602,-0.26292
-0.8018934499838039,0.1976332523258573,1.2906678,-1.2957
-0.21705184784428114,0.07552604268825655,3.1202688,-0.45435
-0.6379701846403834,0.4924481936290422,0.81554943,-0.40602
0.1558290515511972,0.07095527978752193,2.5331182,0.28062
-0.3115891372962835,0.07859756590369647,4.1652074,-0.17175
-0.4881543905260865,0.12789518301186928,3.8775332,0.097472
-0.0827381649338628,0.048617447140867597,4.034472,0.27514
-0.3467764062872925,0.0552283175216789,2.2945123,-0.25926
-0.25112658313179725,0.07296747032279319,1.4534492,-0.27613
0.0022168440570324854,0.1514443353613088,4.621238,-0.23565
-0.4680428882060188,0.37733575196334884,0.9711347,-0.5417
-0.10798108511688931,0.12984203137131392,4.6438828,-0.29994
0.04029814254600966,0.09705119299334368,2.3735938,0.1909
-0.20367880503338487,0.07129715854511617,3.3569024,-0.17346
-0.40824582845496676,0.07034498994443986,2.3761559,-0.61269
-0.07400394996856567,0.07692368798355313,2.4983466,0.089852
-0.43611915758279035,0.05485595745032684,2.5404012,-0.48618
0.013842828108266314,0.11177459225237801,2.478577,0.1848
-0.15163478463128927,0.0572846331834813,2.3540938,-0.065196
-0.8456796174562257,0.4512579381314371,4.1784363,-0.29784
-0.24841528739737379,0.09632003532282843,4.556402,-0.5259
-0.15383088034154863,0.0725981669449837,3.0549126,-0.048028
-0.4671630399470996,0.04890946840126754,2.1125836,-0.47246
0.05774085172757909,0.06463405038474408,3.929201,0.13818
-0.09367990342640134,0.06552216541569508,3.8009217,0.013
-0.21690050298417354,0.04883896751995243,4.1079535,0.09128
-0.12412974694018816,0.11199397208976637,4.6005907,-0.35827
-0.25358711012539525,0.05189659433869884,2.9672208,-0.15574
-0.16025141910606358,0.3074819992139165,1.3339899,-0.041276
