FE_H_pred,FE_H_err,LOGG_actual,FE_H_actual
0.19910820175522503,0.03190867833401884,2.3925078,0.20293
0.07380308275825764,0.027667242054370343,2.7351677,0.066552
-0.23167497556808578,0.01729327154411339,2.275919,-0.24544
-0.19384876543307755,0.03708618634078618,1.3631401,-0.23996
-0.33168622092748373,0.02951669790716706,2.8347569,-0.38078
-0.09962003078553872,0.07585491551450302,4.1288815,-0.10061
-0.36467626667789477,0.02995705228550766,2.4417558,-0.36704
-0.027125239161244596,0.07715919894316614,4.3953795,0.029314
-0.008151272071684618,0.06883766757369926,3.9946105,-0.11934
0.091197364324486,0.026864286334271917,2.7416651,0.056484
-0.07889388047949493,0.02447015466301518,2.4087183,-0.06472
0.12919506181696566,0.040224318932737015,1.425848,0.097914
-0.006997571470285124,0.023290544944921564,2.55343,-0.027804
0.1376267754297169,0.02585809902334334,2.8413801,0.14819
-0.13413954281054039,0.030191088411891786,1.7091703,-0.2241
-0.10817882835880971,0.08784060475457936,4.1085763,-0.28115
0.13290374723594522,0.0624317369359919,4.4656496,0.08941
-0.08521991753892305,0.037721049602543785,2.7370732,-0.093
0.2680901204338498,0.04721526817825787,4.053963,0.15237
-0.13561729573828585,0.143968365053867,4.6789594,
-0.2341139430257169,0.05001329010005575,1.4869602,-0.26292
-1.1627512434703515,0.08907814609314638,1.2906678,-1.2957
-0.4312504698076569,0.07421061988060497,3.1202688,-0.45435
-0.4701555172387721,0.08018456351746327,0.81554943,-0.40602
0.25664089375374405,0.0341551019255103,2.5331182,0.28062
-0.25506945237453804,0.12097575354551104,4.1652074,-0.17175
0.1959642768574435,0.06205992056223074,3.8775332,0.097472
0.29135739769053065,0.045363596864805296,4.034472,0.27514
-0.20648041450306603,0.021667708241530685,2.2945123,-0.25926
-0.2920014169671765,0.04032068611991233,1.4534492,-0.27613
-0.31803807569775644,0.05079795703189949,4.621238,-0.23565
-0.5328363661363165,0.09745796441300827,0.9711347,-0.5417
-0.41655405849833177,0.06453671995380536,4.6438828,-0.29994
0.20240970477053422,0.03298383817949125,2.3735938,0.1909
-0.07903066965606649,0.05002283263493864,3.3569024,-0.17346
-0.6783937837239788,0.04154393292103029,2.3761559,-0.61269
0.10225910158452894,0.026103191047589763,2.4983466,0.089852
-0.49540497035505626,0.023888515970540425,2.5404012,-0.48618
0.14825345187103467,0.028062724257127726,2.478577,0.1848
-0.02900316207806275,0.025130445419585222,2.3540938,-0.065196
-0.260595902926498,0.16256614478352163,4.1784363,-0.29784
-0.4881441501746106,0.06323624668936197,4.556402,-0.5259
-0.03718873052005291,0.024301265923163277,3.0549126,-0.048028
-0.4410531918148338,0.021611636751791514,2.1125836,-0.47246
0.25036585295969277,0.049225694907171234,3.929201,0.13818
0.24621207186251493,0.04822231170586504,3.8009217,0.013
0.04815533476742695,0.051309859016444775,4.1079535,0.09128
-0.32198492634805265,0.09634941211707085,4.6005907,-0.35827
-0.1774634431792747,0.01928870377844294,2.9672208,-0.15574
-0.025605523054081425,0.04333937648519985,1.3339899,-0.041276
-0.655629037160296,0.047128610488217766,2.689253,-0.64785
0.06536564961809344,0.023132557983929814,2.6733756,0.031514
-0.0990406803321375,0.08196568257660002,4.1641097,-0.14016
0.16920740290550074,0.044912520513107054,1.5005548,0.12899
-0.08282538772691077,0.14249413973883732,4.088982,-0.1999
-0.19632641676024737,0.025299235694519084,2.1527734,-0.22546
0.08185638284773919,0.026213679388336728,3.306633,0.094007
-0.20210754040108717,0.028973950716775568,2.4944966,-0.1602
-0.381759296357122,0.022174425834087106,2.1577554,-0.38036
-0.6045847209034658,0.03036741553413894,2.332964,-0.62836
-0.6348950310662262,0.03832313688984497,2.3800387,-0.54505
-0.35322236505472393,0.025335072643601474,2.5418272,-0.33183
-0.4283334252053682,0.030113239050932678,2.722428,-0.35003
-0.3838760009812654,0.022028359549803023,2.0871933,-0.41185
0.11288786719454247,0.03276653894863186,1.6217332,0.033708
-0.011867235332432169,0.06532731618614833,4.246327,-0.067566
0.14015768343429502,0.031619792967204234,2.4476106,0.095019
-0.11845440458890477,0.07994700619998843,4.5991497,-0.04181
-0.03167049964820742,0.028484151965788088,2.3394804,-0.071966
0.3235630290930181,0.05150009751917732,3.8553185,0.20145
-0.2741070706119844,0.02441034150639057,2.2751887,-0.24232
-0.4396915675552055,0.025585556692381318,2.4879756,-0.40062
-0.004426010297807564,0.0494123972350212,4.337888,-0.10388
0.1795648848230697,0.09988490202630519,0.4910493,0.22134
-0.32185676783560124,0.05646481855698143,1.4959595,-0.31724
-0.10467145232421687,0.03604968895943551,4.5888205,-0.063954
-0.2518453684713069,0.027665784345475043,2.63882,-0.21411
0.12329492405780185,0.02784527304780789,2.4106712,0.13481
0.04914407666352924,0.04844022741273301,4.59469,0.082178
0.08372199336871922,0.05075322827260994,4.489462,-0.03369
0.21086892006300179,0.0559234926862764,4.016565,0.18726
0.12724016502074226,0.03224191572478442,1.721338,0.11821
0.09316861485927047,0.04609525114099413,3.9367316,-0.079348
-0.6377364032384611,0.15678909673407193,0.07733123,-0.86746
-0.2791665405874413,0.060985753928105506,4.6045485,-0.17415
-0.4747163779936188,0.0410919147309856,1.2624683,-0.48992
-0.026991070007709533,0.024188551419051976,2.7402813,-0.098023
-0.15685266378958754,0.04384135919952367,4.5359616,-0.19794
-0.4271895368471054,0.04162581720308726,2.424221,-0.47431
-0.5613911238699627,0.04896106401831938,1.414185,-0.53872
-0.10118264762938267,0.1671141109151888,3.7940078,-0.21879
-0.16087906767203322,0.09362524744596816,4.392607,-0.22308
-0.6565439218057032,0.047005499373086686,2.3772242,-0.6136
-0.19953733205096175,0.13277771581069553,4.002822,-0.13608
0.08486267947660414,0.056423005215482484,3.8199673,-0.051927
-0.220240129047097,0.02027065159520063,2.3588583,-0.24777
-0.8675267737297969,0.05777902125586602,1.7485166,-1.0158
-0.17008258784211577,0.040088398816094224,1.1922553,-0.22674
-0.037280140212659185,0.029912347072176774,3.1864245,-0.0099936
-0.5455376898385251,0.03936665952904347,2.0422797,-0.49462
0.1606183851645589,0.05179523968937073,4.185048,0.043047
-0.5003421212158098,0.027791962856857172,2.3825383,-0.47938
0.04006530298243388,0.038546416794204306,3.196521,-0.033908
-0.32785747680583227,0.07339764214428365,3.0864568,-0.3646
0.2326821359074338,0.04448785844594332,1.5602937,0.21948
-0.5528833439674855,0.058369806483009816,2.3777626,-0.53696
0.1425500898289444,0.05553401256243593,4.202038,-0.0033703
-0.3347836532596178,0.022431036113202265,2.3918395,-0.35353
0.09195287279734038,0.026665008323955155,2.2089725,0.043457
-0.32765446783133856,0.08695995165198227,2.8295083,-0.45483
0.04251562387322308,0.03253931616646761,1.6202891,0.034094
-0.1331542364838609,0.029766255101392334,2.5597982,-0.12989
-0.3292310538502937,0.027061470894809526,1.9735141,-0.35209
-0.06219643941930393,0.04755307562554543,1.0963631,-0.06174
-0.06273080424841203,0.03882442606865913,3.2301302,-0.034172
0.062211621363504555,0.02722967252077686,2.205642,0.047774
0.28929199756976837,0.03586635584421579,2.1838245,0.28254
-0.34069112023355036,0.16583730347974163,4.4584126,-0.039572
0.031110954709071215,0.06340757136566445,4.2172885,-0.051958
-0.37880004027257885,0.033945545033967066,1.7938299,-0.34015
-0.23716344434818348,0.03731404272329258,4.611797,-0.15312
-0.7238320041534066,0.04946100037478137,1.3933177,-0.80998
0.3061906324250945,0.05405797206804763,4.489185,-0.058975
-0.05644860548292771,0.021817595392742976,2.5478327,-0.080472
-0.1509797580018863,0.03287888099848797,4.572502,-0.10003
-0.218687392943724,0.11176422346840029,0.6589743,-0.28992
-0.728404475206415,0.07756055907342205,2.41229,-0.74213
0.0834223689042134,0.05489760811065686,4.5073457,0.097512
-0.08664627177945278,0.09545565889929133,4.630704,-0.061556
-0.10519233602172057,0.022481490821529882,2.4400775,-0.12656
0.28739499814535124,0.055556779363919645,1.5083435,0.36652
-0.43607530216451296,0.06815511732402757,0.93761724,-0.37627
0.19940863106340873,0.036167863985414515,3.5216165,0.32525
0.024197655754131714,0.05888823283864596,4.3721724,0.073374
-0.9078003978999706,0.11359811972360533,0.8509942,-0.78423
0.020756589420212274,0.1240352982896175,4.1237845,-0.21832
0.02520614200684229,0.02829564516128799,3.298251,0.033344
-0.12801410019457235,0.024165651903983083,2.4417782,-0.087915
0.08272614487418462,0.03936621001528721,1.4647875,0.10303
-0.3366508734679535,0.04353389179024195,1.2989407,-0.41832
0.18364787392526172,0.029056937377806222,2.4463663,0.15046
