time,loss,mse_loss,val_loss,val_mse_loss,lr
1.154465675354004,-2.361,0.003,14.469,1.434,6.1848e-06
1.1550548076629639,-2.396,0.002,14.530,1.436,6.0343e-06
1.154236078262329,-2.378,0.004,14.544,1.437,5.8855e-06
1.1553301811218262,-2.320,0.003,14.563,1.438,5.7385e-06
1.1550099849700928,-2.405,0.003,14.604,1.440,5.5933e-06
1.1559484004974365,-2.402,0.002,14.612,1.439,5.4498e-06
1.15535569190979,-2.440,0.002,14.549,1.436,5.3080e-06
1.1545195579528809,-2.349,0.003,14.514,1.434,5.1680e-06
1.1628928184509277,-2.429,0.002,14.441,1.430,5.0298e-06
1.2864270210266113,-2.427,0.002,14.374,1.427,4.8934e-06
1.1536214351654053,-2.441,0.001,14.285,1.422,4.7587e-06
1.153024435043335,-2.478,0.001,14.225,1.419,4.6259e-06
1.1544437408447266,-2.406,0.003,14.211,1.418,4.4948e-06
1.154043436050415,-2.385,0.003,14.235,1.419,4.3655e-06
1.154639720916748,-2.412,0.002,14.261,1.421,4.2380e-06
1.1551263332366943,-2.362,0.004,14.299,1.423,4.1124e-06
1.1532516479492188,-2.455,0.001,14.327,1.424,3.9885e-06
1.1538362503051758,-2.421,0.002,14.356,1.426,3.8665e-06
1.155442714691162,-2.324,0.005,14.377,1.427,3.7462e-06
1.1558301448822021,-2.397,0.002,14.390,1.428,3.6278e-06
1.1547496318817139,-2.347,0.003,14.383,1.429,3.5113e-06
1.1532282829284668,-2.344,0.003,14.404,1.430,3.3965e-06
1.1545944213867188,-2.376,0.003,14.395,1.429,3.2836e-06
1.1540753841400146,-2.408,0.002,14.408,1.430,3.1726e-06
1.1542015075683594,-2.449,0.002,14.402,1.431,3.0634e-06
1.1548435688018799,-2.406,0.002,14.390,1.430,2.9561e-06
1.1552448272705078,-2.452,0.002,14.392,1.430,2.8506e-06
1.1532890796661377,-2.401,0.003,14.363,1.429,2.7469e-06
1.154343843460083,-2.358,0.003,14.342,1.428,2.6452e-06
1.5570776462554932,-2.383,0.004,14.323,1.427,2.5453e-06
1.1546993255615234,-2.432,0.002,14.295,1.425,2.4473e-06
1.154700756072998,-2.325,0.004,14.253,1.423,2.3511e-06
1.153364896774292,-2.332,0.003,14.248,1.423,2.2569e-06
1.1547603607177734,-2.385,0.002,14.242,1.423,2.1645e-06
1.1593847274780273,-2.413,0.002,14.228,1.422,2.0740e-06
1.1546850204467773,-2.380,0.004,14.215,1.422,1.9854e-06
1.1549103260040283,-2.413,0.002,14.226,1.422,1.8987e-06
1.1555287837982178,-2.398,0.003,14.215,1.421,1.8139e-06
1.1544971466064453,-2.424,0.003,14.211,1.421,1.7310e-06
1.1543786525726318,-2.452,0.001,14.202,1.421,1.6500e-06
1.1572024822235107,-2.347,0.004,14.216,1.421,1.5709e-06
1.1548759937286377,-2.387,0.003,14.197,1.420,1.4938e-06
1.1539180278778076,-2.393,0.003,14.205,1.420,1.4185e-06
1.1538653373718262,-2.400,0.003,14.188,1.420,1.3452e-06
1.1556732654571533,-2.294,0.004,14.187,1.420,1.2738e-06
1.154064416885376,-2.331,0.003,14.182,1.419,1.2043e-06
1.1564240455627441,-2.386,0.002,14.185,1.419,1.1367e-06
1.1553592681884766,-2.407,0.002,14.181,1.419,1.0711e-06
1.1536269187927246,-2.422,0.003,14.179,1.419,1.0073e-06
1.4796011447906494,-2.374,0.002,14.194,1.420,9.4557e-07
1.1564300060272217,-2.418,0.002,14.185,1.420,8.8574e-07
1.154693365097046,-2.406,0.002,14.196,1.420,8.2784e-07
1.1538276672363281,-2.407,0.002,14.192,1.419,7.7188e-07
1.1535866260528564,-2.401,0.002,14.205,1.420,7.1787e-07
1.1551294326782227,-2.436,0.003,14.212,1.421,6.6580e-07
1.1544036865234375,-2.388,0.002,14.204,1.420,6.1568e-07
1.154393196105957,-2.412,0.002,14.199,1.420,5.6751e-07
1.1550061702728271,-2.429,0.002,14.211,1.420,5.2129e-07
1.1559417247772217,-2.402,0.002,14.211,1.420,4.7703e-07
1.1548042297363281,-2.388,0.002,14.219,1.421,4.3472e-07
1.1599326133728027,-2.427,0.002,14.219,1.421,3.9436e-07
1.1567983627319336,-2.395,0.003,14.219,1.421,3.5597e-07
1.1537911891937256,-2.389,0.003,14.218,1.421,3.1953e-07
1.3334689140319824,-2.446,0.002,14.231,1.421,2.8506e-07
1.154020071029663,-2.433,0.002,14.210,1.421,2.5255e-07
1.1538193225860596,-2.409,0.002,14.221,1.421,2.2200e-07
1.1531603336334229,-2.419,0.002,14.218,1.421,1.9342e-07
1.1541945934295654,-2.394,0.002,14.223,1.421,1.6680e-07
1.1543138027191162,-2.444,0.002,14.226,1.421,1.4215e-07
1.2893245220184326,-2.432,0.002,14.221,1.421,1.1947e-07
1.1551995277404785,-2.464,0.002,14.236,1.421,9.8763e-08
1.1561245918273926,-2.388,0.003,14.221,1.421,8.0022e-08
1.1537995338439941,-2.370,0.003,14.225,1.421,6.3252e-08
1.1533808708190918,-2.492,0.001,14.228,1.421,4.8453e-08
1.15443754196167,-2.416,0.002,14.224,1.421,3.5626e-08
1.1554412841796875,-2.332,0.005,14.214,1.421,2.4772e-08
1.1545782089233398,-2.391,0.003,14.230,1.421,1.5891e-08
1.1543724536895752,-2.424,0.002,14.220,1.421,8.9824e-09
1.1550135612487793,-2.423,0.002,14.217,1.421,4.0478e-09
1.1554632186889648,-2.380,0.003,14.216,1.421,1.0870e-09
1.1536669731140137,-2.416,0.002,14.609,1.436,1.0000e-04
1.1543810367584229,-2.285,0.004,14.253,1.411,9.9999e-05
1.1557574272155762,-2.348,0.004,13.378,1.360,9.9996e-05
1.1537997722625732,-2.388,0.002,13.249,1.352,9.9991e-05
1.1539936065673828,-2.349,0.003,13.277,1.355,9.9984e-05
1.164097547531128,-2.243,0.004,13.405,1.367,9.9975e-05
1.154111623764038,-2.365,0.003,13.306,1.362,9.9964e-05
1.1543240547180176,-2.412,0.002,13.297,1.364,9.9952e-05
1.1537401676177979,-2.397,0.003,13.408,1.371,9.9937e-05
7.590562105178833,-2.332,0.003,13.328,1.364,9.9920e-05
1.1571123600006104,-2.335,0.005,14.151,1.415,9.9901e-05
1.1537001132965088,-2.272,0.005,14.825,1.453,9.9881e-05
1.1535553932189941,-2.260,0.003,13.769,1.393,9.9858e-05
1.1671910285949707,-2.365,0.003,12.949,1.334,9.9833e-05
1.1546833515167236,-2.205,0.005,12.924,1.330,9.9807e-05
1.1542198657989502,-2.025,0.008,14.364,1.419,9.9778e-05
1.1558692455291748,-2.351,0.003,16.129,1.501,9.9748e-05
1.1548824310302734,-2.189,0.005,16.208,1.503,9.9715e-05
1.1544265747070312,-2.149,0.006,14.475,1.422,9.9681e-05
1.155287265777588,-2.391,0.002,13.737,1.372,9.9644e-05
1.155771255493164,-2.205,0.005,13.838,1.381,9.9606e-05
1.1567661762237549,-2.264,0.003,14.383,1.423,9.9565e-05
1.153421401977539,-2.226,0.007,15.138,1.473,9.9523e-05
1.1560399532318115,-2.202,0.005,15.056,1.470,9.9479e-05
1.1557261943817139,-2.273,0.004,14.564,1.441,9.9433e-05
1.154825210571289,-2.165,0.004,14.717,1.457,9.9384e-05
1.1661031246185303,-2.160,0.005,15.615,1.509,9.9334e-05
1.1567740440368652,-2.343,0.003,16.545,1.553,9.9282e-05
1.1563467979431152,-2.158,0.004,15.982,1.533,9.9228e-05
1.2903025150299072,-2.201,0.007,15.639,1.514,9.9172e-05
1.1577603816986084,-2.267,0.004,16.430,1.549,9.9114e-05
1.1587421894073486,-2.259,0.004,18.684,1.644,9.9055e-05
1.1570453643798828,-2.350,0.003,20.958,1.726,9.8993e-05
1.157299518585205,-2.039,0.007,19.022,1.651,9.8929e-05
1.159287691116333,-2.270,0.005,15.944,1.515,9.8863e-05
1.2497889995574951,-2.333,0.005,14.544,1.448,9.8796e-05
1.1569561958312988,-2.284,0.005,14.368,1.447,9.8726e-05
1.1564815044403076,-2.353,0.002,15.427,1.504,9.8655e-05
1.169046401977539,-2.232,0.005,15.836,1.524,9.8582e-05
1.1573817729949951,-2.189,0.007,14.916,1.480,9.8506e-05
1.1576647758483887,-2.261,0.005,14.394,1.449,9.8429e-05
1.1579606533050537,-2.178,0.005,14.745,1.468,9.8350e-05
1.1587841510772705,-2.298,0.003,15.666,1.518,9.8269e-05
1.157076358795166,-2.406,0.002,17.126,1.587,9.8186e-05
1.1566336154937744,-2.219,0.008,15.906,1.531,9.8101e-05
1.158970594406128,-2.236,0.004,13.978,1.430,9.8015e-05
1.1572136878967285,-2.304,0.004,13.269,1.383,9.7926e-05
1.157956600189209,-2.283,0.004,13.738,1.404,9.7836e-05
1.157486915588379,-2.292,0.004,15.234,1.485,9.7743e-05
27.618982076644897,-2.306,0.005,15.590,1.503,9.7649e-05
1.1551728248596191,-2.292,0.004,15.115,1.481,9.7553e-05
1.155200481414795,-2.325,0.004,13.884,1.414,9.7455e-05
1.1561024188995361,-2.307,0.004,13.354,1.382,9.7355e-05
1.1554431915283203,-2.266,0.003,13.947,1.414,9.7253e-05
1.1541898250579834,-2.378,0.003,14.802,1.455,9.7150e-05
1.1562011241912842,-2.282,0.005,14.777,1.447,9.7044e-05
1.1538982391357422,-2.310,0.003,14.148,1.412,9.6937e-05
1.1543147563934326,-2.350,0.004,13.444,1.373,9.6827e-05
1.153764247894287,-2.254,0.005,12.969,1.353,9.6716e-05
1.1537165641784668,-2.319,0.004,12.985,1.364,9.6604e-05
1.1544103622436523,-2.357,0.002,12.826,1.360,9.6489e-05
1.154144287109375,-2.320,0.003,12.307,1.334,9.6372e-05
1.1550195217132568,-2.262,0.004,12.324,1.337,9.6254e-05
1.1559548377990723,-2.347,0.005,12.959,1.378,9.6134e-05
1.1541547775268555,-2.433,0.002,14.342,1.459,9.6012e-05
1.1565725803375244,-2.345,0.002,15.547,1.520,9.5888e-05
1.1563386917114258,-2.207,0.005,15.810,1.526,9.5762e-05
1.1663730144500732,-2.278,0.006,15.234,1.489,9.5635e-05
1.1557526588439941,-2.407,0.003,15.121,1.480,9.5505e-05
7.3889570236206055,-2.279,0.003,15.104,1.480,9.5374e-05
1.1561782360076904,-2.318,0.004,15.363,1.495,9.5241e-05
1.1590416431427002,-2.367,0.003,15.392,1.494,9.5107e-05
1.157883644104004,-2.333,0.003,14.551,1.450,9.4970e-05
1.1587843894958496,-2.392,0.003,13.343,1.381,9.4832e-05
1.1594669818878174,-2.369,0.004,12.785,1.352,9.4692e-05
1.1571769714355469,-2.298,0.005,13.112,1.376,9.4550e-05
1.1586172580718994,-2.359,0.003,14.627,1.460,9.4407e-05
1.15800142288208,-2.298,0.005,15.838,1.517,9.4262e-05
1.1575489044189453,-2.253,0.004,15.793,1.514,9.4115e-05
1.157055139541626,-2.304,0.003,14.669,1.455,9.3966e-05
1.1586968898773193,-2.382,0.006,13.873,1.406,9.3815e-05
1.1577706336975098,-2.241,0.005,14.027,1.416,9.3663e-05
1.1590306758880615,-2.367,0.003,14.668,1.456,9.3509e-05
1.1618220806121826,-2.413,0.002,15.431,1.495,9.3354e-05
1.1568520069122314,-2.226,0.005,14.370,1.439,9.3196e-05
1.1560065746307373,-2.333,0.002,13.518,1.387,9.3037e-05
1.154834270477295,-2.329,0.005,13.398,1.378,9.2876e-05
1.1568124294281006,-2.353,0.003,14.532,1.446,9.2714e-05
1.1655018329620361,-2.380,0.003,16.161,1.530,9.2550e-05
1.2895994186401367,-2.277,0.004,16.751,1.557,9.2384e-05
1.1548683643341064,-2.354,0.004,15.935,1.516,9.2216e-05
1.1543450355529785,-2.387,0.003,14.623,1.449,9.2047e-05
1.154855728149414,-2.368,0.003,13.775,1.404,9.1876e-05
1.1554014682769775,-2.377,0.003,13.686,1.401,9.1704e-05
1.1557626724243164,-2.348,0.003,14.364,1.439,9.1530e-05
1.155320405960083,-2.361,0.002,14.103,1.426,9.1354e-05
1.1555514335632324,-2.355,0.003,13.870,1.412,9.1177e-05
1.1552824974060059,-2.353,0.003,13.982,1.412,9.0998e-05
1.1570076942443848,-2.412,0.002,14.464,1.430,9.0817e-05
1.1540372371673584,-2.394,0.003,14.909,1.449,9.0635e-05
1.1549952030181885,-2.390,0.003,15.202,1.463,9.0451e-05
1.1663246154785156,-2.384,0.003,14.828,1.441,9.0265e-05
1.1552023887634277,-2.378,0.003,13.925,1.391,9.0078e-05
1.1549263000488281,-2.325,0.003,12.788,1.325,8.9890e-05
1.156898021697998,-2.326,0.003,12.351,1.298,8.9700e-05
1.1554031372070312,-2.378,0.003,12.780,1.325,8.9508e-05
1.1554510593414307,-2.324,0.006,13.908,1.391,8.9314e-05
1.1549150943756104,-2.187,0.006,14.280,1.415,8.9120e-05
1.1558895111083984,-2.394,0.003,14.494,1.428,8.8923e-05
1.299358606338501,-2.407,0.002,14.829,1.446,8.8725e-05
1.1546361446380615,-2.390,0.003,15.008,1.464,8.8526e-05
1.1544880867004395,-2.312,0.003,15.231,1.486,8.8325e-05
1.1543304920196533,-2.335,0.003,15.366,1.499,8.8122e-05
1.15425705909729,-2.371,0.003,15.280,1.498,8.7918e-05
1.1597094535827637,-2.400,0.003,15.196,1.492,8.7713e-05
1.1549546718597412,-2.383,0.003,14.779,1.467,8.7506e-05
1.155275821685791,-2.325,0.004,14.431,1.442,8.7297e-05
1.1536636352539062,-2.349,0.003,14.650,1.449,8.7087e-05
1.154031753540039,-2.289,0.003,14.462,1.437,8.6876e-05
1.1560089588165283,-2.380,0.002,14.328,1.428,8.6663e-05
1.1536078453063965,-2.294,0.003,14.528,1.436,8.6448e-05
1.1542270183563232,-2.386,0.003,14.821,1.449,8.6233e-05
1.1551036834716797,-2.402,0.003,14.987,1.455,8.6015e-05
1.1542963981628418,-2.336,0.002,15.395,1.478,8.5797e-05
1.1544032096862793,-2.344,0.004,15.806,1.505,8.5577e-05
1.1546390056610107,-2.373,0.002,15.591,1.497,8.5355e-05
1.155449628829956,-2.375,0.002,15.413,1.489,8.5133e-05
1.1552679538726807,-2.338,0.003,15.169,1.478,8.4908e-05
1.1533806324005127,-2.408,0.003,15.219,1.481,8.4683e-05
8.87690281867981,-2.410,0.003,15.472,1.496,8.4456e-05
1.1550343036651611,-2.376,0.004,15.822,1.514,8.4227e-05
1.1532819271087646,-2.384,0.003,15.905,1.518,8.3998e-05
1.1532840728759766,-2.307,0.003,14.984,1.467,8.3767e-05
1.1642251014709473,-2.352,0.003,14.080,1.411,8.3534e-05
1.1535656452178955,-2.394,0.002,13.808,1.387,8.3301e-05
1.154003381729126,-2.237,0.004,14.507,1.424,8.3066e-05
1.1551213264465332,-2.348,0.003,14.791,1.440,8.2829e-05
1.1557714939117432,-2.412,0.002,14.929,1.447,8.2592e-05
1.1540606021881104,-2.316,0.004,14.808,1.439,8.2353e-05
1.1532747745513916,-2.313,0.003,14.239,1.407,8.2113e-05
1.1551265716552734,-2.355,0.003,13.512,1.363,8.1871e-05
1.155587911605835,-2.386,0.003,13.285,1.346,8.1629e-05
1.1551997661590576,-2.385,0.002,13.189,1.341,8.1385e-05
1.1533808708190918,-2.311,0.003,13.534,1.365,8.1139e-05
1.1541550159454346,-2.442,0.002,14.109,1.400,8.0893e-05
1.2937602996826172,-2.317,0.007,14.155,1.408,8.0645e-05
1.154364824295044,-2.346,0.004,13.749,1.389,8.0397e-05
1.1549603939056396,-2.452,0.002,13.107,1.357,8.0146e-05
1.1547374725341797,-2.184,0.007,13.627,1.396,7.9895e-05
3.1481168270111084,-2.355,0.002,14.441,1.444,7.9643e-05
1.1533405780792236,-2.379,0.004,15.019,1.474,7.9389e-05
1.1558938026428223,-2.222,0.004,14.746,1.457,7.9135e-05
1.1541624069213867,-2.331,0.005,14.534,1.445,7.8879e-05
1.1543540954589844,-2.368,0.003,14.775,1.459,7.8622e-05
1.1543757915496826,-2.351,0.003,15.736,1.510,7.8363e-05
1.1546034812927246,-2.414,0.002,16.612,1.552,7.8104e-05
1.154022216796875,-2.274,0.004,16.154,1.528,7.7844e-05
1.1573960781097412,-2.317,0.004,14.901,1.464,7.7582e-05
1.1548388004302979,-2.403,0.003,14.391,1.433,7.7320e-05
1.1553006172180176,-2.346,0.003,14.372,1.432,7.7056e-05
1.1535277366638184,-2.341,0.003,14.741,1.452,7.6791e-05
1.156196117401123,-2.391,0.003,15.215,1.475,7.6526e-05
1.154608964920044,-2.370,0.002,15.578,1.490,7.6259e-05
1.1536288261413574,-2.356,0.002,15.824,1.495,7.5991e-05
1.1536715030670166,-2.345,0.004,16.299,1.511,7.5722e-05
1.1544947624206543,-2.271,0.004,17.186,1.548,7.5452e-05
1.1548182964324951,-2.288,0.003,17.368,1.552,7.5181e-05
1.155212163925171,-2.372,0.002,17.225,1.542,7.4909e-05
1.154900074005127,-2.321,0.004,16.618,1.514,7.4636e-05
1.3485276699066162,-2.372,0.003,16.139,1.491,7.4363e-05
1.154566764831543,-2.366,0.003,15.241,1.443,7.4088e-05
1.1528942584991455,-2.324,0.003,14.383,1.397,7.3812e-05
1.1551761627197266,-2.384,0.003,13.965,1.370,7.3535e-05
1.153662919998169,-2.377,0.003,14.006,1.369,7.3258e-05
1.1543805599212646,-2.430,0.002,14.308,1.386,7.2979e-05
1.153512954711914,-2.317,0.004,14.500,1.396,7.2700e-05
1.1544759273529053,-2.331,0.003,14.456,1.396,7.2419e-05
1.1552636623382568,-2.323,0.004,14.640,1.406,7.2138e-05
1.1534302234649658,-2.286,0.003,14.610,1.404,7.1856e-05
1.1542315483093262,-2.335,0.003,14.848,1.419,7.1573e-05
1.156597375869751,-2.396,0.003,15.129,1.437,7.1289e-05
1.153944730758667,-2.396,0.003,15.427,1.457,7.1004e-05
1.153383731842041,-2.431,0.002,15.720,1.473,7.0719e-05
1.1554996967315674,-2.338,0.003,15.762,1.479,7.0432e-05
1.1533355712890625,-2.381,0.003,15.226,1.452,7.0145e-05
1.1525814533233643,-2.370,0.004,14.815,1.431,6.9857e-05
1.154069423675537,-2.397,0.003,14.135,1.397,6.9569e-05
1.1541385650634766,-2.471,0.002,13.824,1.382,6.9279e-05
1.153594970703125,-2.389,0.003,14.175,1.404,6.8989e-05
2.010449171066284,-2.327,0.003,14.835,1.441,6.8698e-05
1.1540157794952393,-2.341,0.004,14.946,1.447,6.8406e-05
1.1559233665466309,-2.374,0.002,15.039,1.449,6.8114e-05
1.1550192832946777,-2.312,0.004,14.888,1.439,6.7821e-05
1.1562938690185547,-2.354,0.003,14.423,1.408,6.7527e-05
1.154003381729126,-2.349,0.003,14.478,1.407,6.7232e-05
1.163863182067871,-2.353,0.004,14.662,1.413,6.6937e-05
1.1549115180969238,-2.311,0.004,15.113,1.436,6.6641e-05
1.1546154022216797,-2.392,0.002,15.594,1.461,6.6344e-05
1.1558916568756104,-2.266,0.005,15.389,1.451,6.6047e-05
1.1541388034820557,-2.339,0.003,14.765,1.423,6.5749e-05
1.1538937091827393,-2.390,0.002,13.875,1.379,6.5451e-05
1.1553235054016113,-2.345,0.002,13.687,1.369,6.5152e-05
1.1535887718200684,-2.285,0.004,14.418,1.409,6.4852e-05
1.152991533279419,-2.392,0.002,15.519,1.467,6.4552e-05
1.1558380126953125,-2.387,0.004,16.868,1.531,6.4251e-05
1.1545851230621338,-2.370,0.003,17.093,1.540,6.3950e-05
1.1553690433502197,-2.392,0.003,17.041,1.538,6.3648e-05
1.1540141105651855,-2.378,0.002,16.762,1.526,6.3345e-05
1.1545367240905762,-2.325,0.004,15.954,1.491,6.3042e-05
2.3147857189178467,-2.370,0.002,15.759,1.486,6.2739e-05
1.1548078060150146,-2.351,0.003,15.679,1.484,6.2435e-05
1.155486822128296,-2.370,0.002,16.008,1.502,6.2130e-05
1.155390977859497,-2.416,0.002,16.257,1.512,6.1825e-05
1.1541857719421387,-2.297,0.004,16.173,1.506,6.1520e-05
1.1530706882476807,-2.295,0.003,15.696,1.479,6.1214e-05
1.1560816764831543,-2.419,0.003,15.592,1.468,6.0907e-05
1.1556241512298584,-2.348,0.003,15.769,1.473,6.0600e-05
1.1537516117095947,-2.384,0.003,16.042,1.484,6.0293e-05
1.154170274734497,-2.424,0.004,16.125,1.488,5.9986e-05
1.153770923614502,-2.366,0.003,16.269,1.495,5.9678e-05
1.1654939651489258,-2.439,0.002,16.419,1.502,5.9369e-05
1.1544644832611084,-2.312,0.004,15.969,1.483,5.9060e-05
1.1547214984893799,-2.284,0.004,14.796,1.429,5.8751e-05
1.153806447982788,-2.332,0.003,14.015,1.390,5.8442e-05
1.152477502822876,-2.311,0.003,14.009,1.393,5.8132e-05
1.1559557914733887,-2.336,0.004,14.601,1.428,5.7822e-05
1.152801513671875,-2.382,0.003,15.793,1.492,5.7511e-05
1.15313720703125,-2.304,0.005,16.860,1.545,5.7201e-05
1.1528692245483398,-2.344,0.003,17.224,1.563,5.6890e-05
1.310072422027588,-2.295,0.005,16.665,1.539,5.6578e-05
1.1567614078521729,-2.310,0.002,16.160,1.517,5.6267e-05
1.1546673774719238,-2.459,0.002,16.005,1.513,5.5955e-05
1.1550731658935547,-2.339,0.004,15.746,1.506,5.5643e-05
1.1605374813079834,-2.417,0.002,15.455,1.496,5.5331e-05
1.1540238857269287,-2.385,0.003,15.236,1.487,5.5018e-05
1.1524696350097656,-2.420,0.003,15.221,1.487,5.4705e-05
1.1555252075195312,-2.315,0.003,15.013,1.476,5.4393e-05
1.1535911560058594,-2.405,0.002,14.983,1.474,5.4080e-05
1.1539452075958252,-2.377,0.003,15.089,1.479,5.3766e-05
1.1539573669433594,-2.377,0.002,15.354,1.491,5.3453e-05
1.1538710594177246,-2.465,0.001,15.700,1.508,5.3140e-05
1.1543292999267578,-2.415,0.003,16.142,1.527,5.2826e-05
1.154902458190918,-2.368,0.003,16.510,1.541,5.2512e-05
1.1550045013427734,-2.405,0.002,16.473,1.537,5.2198e-05
1.155216932296753,-2.415,0.002,16.311,1.525,5.1885e-05
1.155127763748169,-2.402,0.002,16.061,1.510,5.1571e-05
1.1553905010223389,-2.277,0.004,15.854,1.502,5.1257e-05
1.1559491157531738,-2.347,0.004,15.253,1.472,5.0942e-05
1.1542551517486572,-2.436,0.002,14.742,1.447,5.0628e-05
7.971805572509766,-2.382,0.002,14.515,1.435,5.0314e-05
1.1551499366760254,-2.449,0.002,14.557,1.436,5.0000e-05
1.1545181274414062,-2.415,0.002,14.890,1.450,4.9686e-05
1.1561903953552246,-2.332,0.003,15.285,1.465,4.9372e-05
1.154855728149414,-2.368,0.003,15.885,1.489,4.9058e-05
1.1551365852355957,-2.339,0.004,16.900,1.535,4.8744e-05
1.153933048248291,-2.346,0.009,17.815,1.577,4.8430e-05
1.1542370319366455,-2.327,0.003,18.368,1.600,4.8116e-05
1.155843734741211,-2.408,0.002,18.563,1.611,4.7802e-05
1.1541545391082764,-2.428,0.002,18.257,1.598,4.7488e-05
1.1535024642944336,-2.379,0.003,17.506,1.566,4.7174e-05
1.1563067436218262,-2.402,0.003,16.421,1.516,4.6861e-05
1.1542108058929443,-2.345,0.004,15.493,1.471,4.6547e-05
1.1546993255615234,-2.314,0.003,15.093,1.452,4.6234e-05
1.1559677124023438,-2.310,0.003,15.228,1.461,4.5921e-05
1.1552696228027344,-2.314,0.003,15.442,1.475,4.5607e-05
1.155386209487915,-2.369,0.004,15.746,1.492,4.5295e-05
1.164130687713623,-2.369,0.003,16.209,1.514,4.4982e-05
1.1537466049194336,-2.432,0.002,16.336,1.521,4.4669e-05
1.1559889316558838,-2.367,0.002,16.527,1.529,4.4357e-05
3.2061047554016113,-2.364,0.003,16.699,1.534,4.4045e-05
1.153242588043213,-2.341,0.006,16.601,1.530,4.3733e-05
1.15543532371521,-2.400,0.003,16.203,1.510,4.3422e-05
1.1539192199707031,-2.324,0.003,15.878,1.497,4.3111e-05
1.153052568435669,-2.506,0.002,15.448,1.476,4.2800e-05
1.1537041664123535,-2.395,0.002,14.948,1.452,4.2489e-05
1.1562609672546387,-2.443,0.001,14.498,1.430,4.2178e-05
1.1563374996185303,-2.413,0.002,14.171,1.415,4.1868e-05
1.1534907817840576,-2.442,0.002,14.086,1.411,4.1558e-05
1.155909538269043,-2.388,0.003,14.026,1.408,4.1249e-05
1.1536719799041748,-2.369,0.003,14.253,1.420,4.0940e-05
1.1530611515045166,-2.317,0.006,14.626,1.439,4.0631e-05
1.153947353363037,-2.307,0.004,15.058,1.463,4.0323e-05
1.1540403366088867,-2.348,0.004,15.453,1.484,4.0015e-05
1.1534767150878906,-2.337,0.004,15.638,1.494,3.9707e-05
1.1533803939819336,-2.400,0.002,15.646,1.496,3.9400e-05
1.155263900756836,-2.355,0.003,15.802,1.508,3.9093e-05
1.155458688735962,-2.391,0.002,16.042,1.523,3.8787e-05
1.153609037399292,-2.301,0.005,16.050,1.525,3.8481e-05
1.1545476913452148,-2.442,0.003,16.050,1.527,3.8175e-05
1.4315528869628906,-2.399,0.003,16.104,1.530,3.7870e-05
1.154167890548706,-2.400,0.002,16.129,1.533,3.7566e-05
1.153423547744751,-2.432,0.002,16.271,1.539,3.7262e-05
1.1558051109313965,-2.407,0.002,16.172,1.534,3.6958e-05
1.156010627746582,-2.357,0.004,16.254,1.537,3.6655e-05
1.1565196514129639,-2.443,0.002,16.128,1.531,3.6352e-05
1.157052993774414,-2.413,0.002,16.080,1.528,3.6051e-05
1.1584959030151367,-2.369,0.003,16.223,1.535,3.5749e-05
1.1599302291870117,-2.419,0.001,16.345,1.537,3.5448e-05
1.159416675567627,-2.409,0.003,16.474,1.541,3.5148e-05
1.1600210666656494,-2.374,0.003,16.586,1.545,3.4848e-05
1.1619784832000732,-2.368,0.004,16.602,1.543,3.4549e-05
1.161463975906372,-2.449,0.002,16.603,1.542,3.4251e-05
1.157231330871582,-2.399,0.003,16.546,1.536,3.3953e-05
1.1650323867797852,-2.473,0.002,16.358,1.524,3.3656e-05
1.1555354595184326,-2.369,0.003,16.206,1.513,3.3359e-05
1.1546716690063477,-2.411,0.002,16.177,1.510,3.3063e-05
1.155250072479248,-2.431,0.002,16.248,1.513,3.2768e-05
1.1553983688354492,-2.461,0.002,16.416,1.520,3.2473e-05
1.1556479930877686,-2.391,0.003,16.577,1.530,3.2179e-05
1.3383104801177979,-2.361,0.002,16.637,1.533,3.1886e-05
1.1567258834838867,-2.452,0.002,16.506,1.527,3.1594e-05
1.154625415802002,-2.327,0.004,15.974,1.501,3.1302e-05
1.1533632278442383,-2.412,0.002,15.440,1.473,3.1011e-05
1.1561493873596191,-2.459,0.002,15.133,1.457,3.0721e-05
1.1571388244628906,-2.432,0.002,15.018,1.451,3.0431e-05
1.1570961475372314,-2.423,0.002,15.059,1.452,3.0143e-05
1.1584529876708984,-2.427,0.002,15.332,1.466,2.9855e-05
1.1583890914916992,-2.410,0.003,15.498,1.474,2.9568e-05
1.1592962741851807,-2.405,0.003,15.499,1.473,2.9281e-05
1.1567542552947998,-2.521,0.002,15.580,1.478,2.8996e-05
1.1573350429534912,-2.387,0.004,15.543,1.477,2.8711e-05
1.1592743396759033,-2.352,0.004,15.389,1.469,2.8427e-05
1.157670259475708,-2.357,0.002,15.206,1.460,2.8144e-05
1.1562871932983398,-2.395,0.003,15.004,1.448,2.7862e-05
1.1563975811004639,-2.441,0.002,14.787,1.437,2.7581e-05
1.154628038406372,-2.311,0.003,14.701,1.430,2.7301e-05
1.1569223403930664,-2.312,0.005,14.743,1.432,2.7021e-05
1.154317855834961,-2.348,0.004,14.699,1.431,2.6743e-05
1.156862497329712,-2.384,0.003,14.822,1.440,2.6465e-05
1.2997426986694336,-2.393,0.002,14.924,1.445,2.6188e-05
1.1540918350219727,-2.428,0.004,15.057,1.452,2.5912e-05
1.1544935703277588,-2.484,0.002,15.082,1.453,2.5638e-05
1.1561317443847656,-2.492,0.001,15.074,1.452,2.5364e-05
1.1538166999816895,-2.450,0.002,15.121,1.453,2.5091e-05
